VOLUME_GB,VALOR_UD,PROJETO,TIPO_PROCESSAMENTO,PONTOS_PROCESSAMENTO,PUBLICIDADE,PROGRAMA,TIPO_PROGRAMA,TECNOLOGIA,INICIO,TERMINO,IDADE,DATA_PUBLICIDADE,BLOCO,CAMPO,BACIA,CLASS_BACIA,EAD,OPERADORA
, ,0303_2D_TRIZIDELA,Field Data,0,Publico,0303_2D_TRIZIDELA,Exclusivo,Sismica 2D,10/05/2012,08/06/2012,11,08/06/2017,multiplos, ,Parnaiba,7,Georadar,Parnaiba Gas Natural
, ,0303_2D_VITORINO,Field Data,0,Publico,0303_2D_VITORINO,Exclusivo,Sismica 2D,10/06/2012,28/10/2012,11,28/10/2017,multiplos, ,Parnaiba,7,Georadar,Parnaiba Gas Natural
0.5690325,1,0303_3D_CAPINZAL_DO_NORTE,MIG PSTM,1.5,Publico,0303_3D_CAPINZAL_DO_NORTE,Exclusivo,Sismica 3D,25/01/2010,20/03/2010,13,20/03/2015,PN-T-68, ,Parnaiba,7,Georadar,Dommo Energia
, ,0303_3D_CAPINZAL_DO_NORTE,Field Data,0,Publico,0303_3D_CAPINZAL_DO_NORTE,Exclusivo,Sismica 3D,25/01/2010,20/03/2010,13,20/03/2015,PN-T-68, ,Parnaiba,7,Georadar,Dommo Energia
0.0036195,1,0303_3D_NORTE_CANTO_DO_AMARO_VEL_AREA02,PSTM,3.75,Publico,0303_3D_NORTE_CANTO_DO_AMARO,Exclusivo,Sismica 3D,21/12/2008,13/05/2009,14,13/05/2014,POT-T-321,multiplos,Potiguar,0,Georadar,Petrobras
0.00455,1,0303_3D_NORTE_CANTO_DO_AMARO_VEL_AREA01,PSTM,3.75,Publico,0303_3D_NORTE_CANTO_DO_AMARO,Exclusivo,Sismica 3D,21/12/2008,13/05/2009,14,13/05/2014,POT-T-321,multiplos,Potiguar,0,Georadar,Petrobras
49.229.358,1,0303_3D_NORTE_CANTO_DO_AMARO_PSTM_1,PSTM,3.75,Publico,0303_3D_NORTE_CANTO_DO_AMARO,Exclusivo,Sismica 3D,21/12/2008,13/05/2009,14,13/05/2014,POT-T-321,multiplos,Potiguar,0,Georadar,Petrobras
, ,0303_3D_NORTE_CANTO_DO_AMARO,Field Data,0,Publico,0303_3D_NORTE_CANTO_DO_AMARO,Exclusivo,Sismica 3D,21/12/2008,13/05/2009,14,13/05/2014,POT-T-321,multiplos,Potiguar,0,Georadar,Petrobras
0.35718,1,0303_3D_SABIA_JANDUI,PSTM,3.75,Publico,0303_3D_SABIA_JANDUI,Exclusivo,Sismica 3D,15/11/2008,20/12/2008,15,20/12/2013,multiplos,multiplos,Potiguar,0,Georadar,Petrobras
, ,0303_3D_SABIA_JANDUI,Field Data,0,Publico,0303_3D_SABIA_JANDUI,Exclusivo,Sismica 3D,15/11/2008,20/12/2008,15,20/12/2013,multiplos,multiplos,Potiguar,0,Georadar,Petrobras
0.2287379,1,0303_3D_SOLEDADE_PSTM,PSTM,3.75,Publico,0303_3D_SOLEDADE,Exclusivo,Sismica 3D,17/10/2008,09/11/2008,15,09/11/2013,BT-POT-8, ,Potiguar,0,Georadar,Petrobras
, ,0303_3D_SOLEDADE,Field Data,0,Publico,0303_3D_SOLEDADE,Exclusivo,Sismica 3D,17/10/2008,09/11/2008,15,09/11/2013,BT-POT-8, ,Potiguar,0,Georadar,Petrobras
337.387.468,674.774.936,0304_OGX_PAMA_13_14_15,MIG PSDM,2.75,Publico,0304_OGX_PAMA_13_14_15,Exclusivo,Sismica 3D,25/10/2008,22/12/2008,15,22/12/2013,multiplos, ,Para - Maranhao,0,CGG,Dommo Energia
428.166.338,856.332.676,0304_OGX_PAMA_13_14_15,MIG PSTM,1.5,Publico,0304_OGX_PAMA_13_14_15,Exclusivo,Sismica 3D,25/10/2008,22/12/2008,15,22/12/2013,multiplos, ,Para - Maranhao,0,CGG,Dommo Energia
, ,0304_OGX_PAMA_13_14_15,Field Data,0,Publico,0304_OGX_PAMA_13_14_15,Exclusivo,Sismica 3D,25/10/2008,22/12/2008,15,22/12/2013,multiplos, ,Para - Maranhao,0,CGG,Dommo Energia
0.7945235,1,0305_2DHR_ANADARKO_BMC_29,MIG FIN,1,Publico,0305_2DHR_ANADARKO_BMC_29,Exclusivo,Sismica 2D,14/09/2008,23/09/2008,15,23/09/2013,C-M-202, ,Campos,3,FUGRO_Geoscience_Ser,Anadarko
1.873.184.792,1,0305_2DHR_ANADARKO_BMC_29_RMT17,Field Data,0,Publico,0305_2DHR_ANADARKO_BMC_29,Exclusivo,Sismica 2D,14/09/2008,23/09/2008,15,23/09/2013,C-M-202, ,Campos,3,FUGRO_Geoscience_Ser,Anadarko
, ,0305_2DHR_ANADARKO_BMC_29,Field Data,0,Publico,0305_2DHR_ANADARKO_BMC_29,Exclusivo,Sismica 2D,14/09/2008,23/09/2008,15,23/09/2013,C-M-202, ,Campos,3,FUGRO_Geoscience_Ser,Anadarko
69.782.824,139.565.648,0306_OBC_CARAPEBA,PSTM,3.75,Publico,0306_OBC_CARAPEBA,Exclusivo,Sismica 3D,24/08/2010,19/10/2010,13,19/10/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
, ,0306_OBC_CARAPEBA,Field Data,0,Publico,0306_OBC_CARAPEBA,Exclusivo,Sismica 3D,24/08/2010,19/10/2010,13,19/10/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
, , , ,,Confidencial,0306_OBC_CM_466,Nao-Exclusivo,Sismica 3D,06/07/2013,07/07/2013,10,07/07/2026, , ,Campos,3,Oceangeo,
23.354.225,1,0306_OBC_CORVINA,PSTM,3.75,Publico,0306_OBC_CORVINA,Exclusivo,Sismica 3D,05/11/2010,14/11/2010,13,14/11/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
, ,0306_OBC_CORVINA,Field Data,0,Publico,0306_OBC_CORVINA,Exclusivo,Sismica 3D,05/11/2010,14/11/2010,13,14/11/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
121.422.956,242.845.912,0306_OBC_DE_ALBACORA,PSTM,3.75,Publico,0306_OBC_DE_ALBACORA,Exclusivo,Sismica 3D,16/02/2009,23/01/2010,13,23/01/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
0.240219,1,0306_OBC_DE_BONITO,PSTM,3.75,Publico,0306_OBC_DE_BONITO,Exclusivo,Sismica 3D,20/11/2009,06/03/2010,13,06/03/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
, ,0306_OBC_DE_BONITO,Field Data,0,Publico,0306_OBC_DE_BONITO,Exclusivo,Sismica 3D,20/11/2009,06/03/2010,13,06/03/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
0.003519,1,0306_OBC_DE_GAROUPA_PSTM_VEL,PSTM,3.75,Publico,0306_OBC_DE_GAROUPA,Exclusivo,Sismica 3D,05/06/2010,28/06/2010,13,28/06/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
27.285.879,1,0306_OBC_DE_GAROUPA,PSTM,3.75,Publico,0306_OBC_DE_GAROUPA,Exclusivo,Sismica 3D,05/06/2010,28/06/2010,13,28/06/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
, ,0306_OBC_DE_GAROUPA,Field Data,0,Publico,0306_OBC_DE_GAROUPA,Exclusivo,Sismica 3D,05/06/2010,28/06/2010,13,28/06/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
13.416.214,1,0306_OBC_DE_MARIMBA,PSTM,3.75,Publico,0306_OBC_DE_MARIMBA,Exclusivo,Sismica 3D,05/03/2010,08/12/2010,13,08/12/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
, ,0306_OBC_DE_MARIMBA,Field Data,0,Publico,0306_OBC_DE_MARIMBA,Exclusivo,Sismica 3D,05/03/2010,08/12/2010,13,08/12/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
0.140008,1,0306_OBC_MARLIM_PSTM_VEL,PSTM,3.75,Publico,0306_OBC_MARLIM,Exclusivo,Sismica 3D,22/12/2010,22/04/2011,12,22/04/2016, ,multiplos,Campos,3,Oceangeo,Petrobras
72.346.952,144.693.904,0306_OBC_MARLIM_PSTM,PSTM,3.75,Publico,0306_OBC_MARLIM,Exclusivo,Sismica 3D,22/12/2010,22/04/2011,12,22/04/2016, ,multiplos,Campos,3,Oceangeo,Petrobras
1.525.553.665,1.525.553.665,0306_OBC_MARLIM,Field Data,0,Publico,0306_OBC_MARLIM,Exclusivo,Sismica 3D,22/12/2010,22/04/2011,12,22/04/2016, ,multiplos,Campos,3,Oceangeo,Petrobras
211.884.473,423.768.946,0306_OBC_MARLIM_MARLIM_LESTE_PSDM,PSDM,5,Publico,0306_OBC_MARLIM_MARLIM_LESTE,Exclusivo,Sismica 3D,14/03/2012,30/05/2013,10,30/05/2018, ,multiplos,Campos,3,Oceangeo,Petrobras
3.823.532.025,3.823.532.025,0306_OBC_MARLIM_MARLIM_LESTE,Field Data,0,Publico,0306_OBC_MARLIM_MARLIM_LESTE,Exclusivo,Sismica 3D,14/03/2012,30/05/2013,10,30/05/2018, ,multiplos,Campos,3,Oceangeo,Petrobras
329.602,1,0306_OBC_PARATI_ANEQUIM,PSTM,3.75,Publico,0306_OBC_PARATI_ANEQUIM,Exclusivo,Sismica 3D,29/06/2010,22/08/2010,13,22/08/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
, ,0306_OBC_PARATI_ANEQUIM,Field Data,0,Publico,0306_OBC_PARATI_ANEQUIM,Exclusivo,Sismica 3D,29/06/2010,22/08/2010,13,22/08/2015, ,multiplos,Campos,3,Oceangeo,Petrobras
357.793.322,715.586.644,0307_3D_ATIVO_NORTE,POST-STM,2.5,Publico,0307_3D_ATIVO_NORTE,Exclusivo,Sismica 3D,20/04/2011,04/07/2011,12,04/07/2016, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
, ,0307_3D_ATIVO_NORTE,Field Data,0,Publico,0307_3D_ATIVO_NORTE,Exclusivo,Sismica 3D,20/04/2011,04/07/2011,12,04/07/2016, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
842.702.234,1.685.404.468,0307_3D_BRC_MARLIM-SUL_MARLIM,PSTM,3.75,Publico,0307_3D_BRC_MARLIM-SUL_MARLIM,Exclusivo,Sismica 3D,24/05/2009,25/10/2010,13,25/10/2015, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
, ,0307_3D_BRC_MARLIM-SUL_MARLIM,Field Data,0,Publico,0307_3D_BRC_MARLIM-SUL_MARLIM,Exclusivo,Sismica 3D,24/05/2009,25/10/2010,13,25/10/2015, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
1.404.310.476,2.808.620.952,0307_3D_COMPLEXO_ESPADARTE,POST-STM,2.5,Publico,0307_3D_COMPLEXO_ESPADARTE,Exclusivo,Sismica 3D,22/07/2010,28/04/2011,12,05/05/2016,multiplos,multiplos,Campos,3,WesternGeco Servicos,Petrobras
0.001437,1,0307_3D_PAMPO_BADEJO_LINGUADO_PSTM_VEL,PSTM,3.75,Publico,0307_3D_PAMPO_BADEJO_LINGUADO,Exclusivo,Sismica 3D,09/05/2010,18/08/2010,13,18/08/2015, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
241.868.752,483.737.504,0307_3D_PAMPO_BADEJO_LINGUADO_PSTM,PSTM,3.75,Publico,0307_3D_PAMPO_BADEJO_LINGUADO,Exclusivo,Sismica 3D,09/05/2010,18/08/2010,13,18/08/2015, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
, ,0307_3D_PAMPO_BADEJO_LINGUADO,Field Data,0,Publico,0307_3D_PAMPO_BADEJO_LINGUADO,Exclusivo,Sismica 3D,09/05/2010,18/08/2010,13,18/08/2015, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
376.423.094,752.846.188,0307_3D_VIOLA,PSTM,3.75,Publico,0307_3D_VIOLA,Exclusivo,Sismica 3D,20/02/2010,01/05/2010,13,01/05/2015, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
, ,0307_3D_VIOLA,Field Data,0,Publico,0307_3D_VIOLA,Exclusivo,Sismica 3D,20/02/2010,01/05/2010,13,01/05/2015, ,multiplos,Campos,3,WesternGeco Servicos,Petrobras
100.365.862,200.731.724,0309_3D_SANTOS_WAZ,MIG PSTM,1.5,Publico,0309_3D_SANTOS_WAZ,Exclusivo,Sismica 3D,09/02/2010,16/03/2010,13, ,multiplos, ,Santos,3,WesternGeco Servicos,Karoon Brasil
5.052.379.158,1.010.475.832,0309_3D_SANTOS_WAZ_PSDM,PSDM,5,Publico,0309_3D_SANTOS_WAZ,Exclusivo,Sismica 3D,09/02/2010,16/03/2010,13, ,multiplos, ,Santos,3,WesternGeco Servicos,Karoon Brasil
, ,0309_3D_SANTOS_WAZ,Field Data,0,Publico,0309_3D_SANTOS_WAZ,Exclusivo,Sismica 3D,09/02/2010,16/03/2010,13, ,multiplos, ,Santos,3,WesternGeco Servicos,Karoon Brasil
, ,0311_ALVO_2D_REC_T_131_144_157,Field Data,0,Publico,0311_ALVO_2D_REC_T_131_144_157,Exclusivo,Sismica 2D,02/04/2012,11/06/2012,11,11/06/2017,multiplos, ,Reconcavo,6,Stratageo,Alvorada
, ,0311_ALVO_2D_REC_T_182_196_197,Field Data,0,Publico,0311_ALVO_2D_REC_T_182_196_197,Exclusivo,Sismica 2D,24/10/2011,03/12/2011,12,03/12/2016,multiplos, ,Reconcavo,6,Stratageo,Alvorada
10.722.677,1,0311_ALVO_3D_REC_T_129_142_155,PSTM,3.75,Publico,0311_ALVO_3D_REC_T_129_142_155,Exclusivo,Sismica 3D,04/09/2010,18/11/2010,13,18/11/2015,multiplos,multiplos,Reconcavo,6,Stratageo,Alvorada
, ,0311_ALVO_3D_REC_T_129_142_155,Field Data,0,Publico,0311_ALVO_3D_REC_T_129_142_155,Exclusivo,Sismica 3D,04/09/2010,18/11/2010,13,18/11/2015,multiplos,multiplos,Reconcavo,6,Stratageo,Alvorada
11.630.687,1,0311_ALVO_3D_REC_T_131_132_144_157,MIG PSTM,1.5,Publico,0311_ALVO_3D_REC_T_131_132_144_157,Exclusivo,Sismica 3D,08/05/2011,22/08/2011,12,22/08/2016,multiplos, ,Reconcavo,6,Stratageo,Alvorada
, ,0311_ALVO_3D_REC_T_131_132_144_157,Field Data,0,Publico,0311_ALVO_3D_REC_T_131_132_144_157,Exclusivo,Sismica 3D,08/05/2011,22/08/2011,12,22/08/2016,multiplos, ,Reconcavo,6,Stratageo,Alvorada
0.6425025,1,0311_ALVO_3D_REC_T_182_196_197,MIG PSTM,1.5,Publico,0311_ALVO_3D_REC_T_182_196_197,Exclusivo,Sismica 3D,20/01/2011,28/02/2011,12,03/12/2016,multiplos, ,Reconcavo,6,Stratageo,Alvorada
, ,0311_ALVO_3D_REC_T_182_196_197,Field Data,0,Publico,0311_ALVO_3D_REC_T_182_196_197,Exclusivo,Sismica 3D,20/01/2011,28/02/2011,12,03/12/2016,multiplos, ,Reconcavo,6,Stratageo,Alvorada
, ,0311_GRAN_3D_REC_T_224,Field Data,0,Publico,0311_GRAN_3D_REC_T_224,Exclusivo,Sismica 3D,08/08/2011,14/11/2011,12,14/11/2016,REC-T-224, ,Reconcavo,6,Stratageo,Maha Energy
0.4353153,1,0313_2D_LAGOA_COMPRIDA,PSTM,3.75,Publico,0313_2D_LAGOA_COMPRIDA,Exclusivo,Sismica 2D,18/08/2011,30/12/2011,12,30/12/2016,multiplos, ,Parnaiba,7,Georadar,Parnaiba Gas Natural
0.4353153,1,0313_2D_LAGOA_COMPRIDA,POST-STM,2.5,Publico,0313_2D_LAGOA_COMPRIDA,Exclusivo,Sismica 2D,18/08/2011,30/12/2011,12,30/12/2016,multiplos, ,Parnaiba,7,Georadar,Parnaiba Gas Natural
, ,0313_2D_LAGOA_COMPRIDA,Field Data,0,Publico,0313_2D_LAGOA_COMPRIDA,Exclusivo,Sismica 2D,18/08/2011,30/12/2011,12,30/12/2016,multiplos, ,Parnaiba,7,Georadar,Parnaiba Gas Natural
, ,0313_3D_GAVIAO_REAL,Field Data,0,Publico,0313_3D_GAVIAO_REAL,Exclusivo,Sismica 3D,20/03/2012,20/05/2012,11,20/05/2017,PN-T-68,GAVIaO REAL,Parnaiba,7,Georadar,Parnaiba Gas Natural
0.2976582,1,0313_PARNAIBA_2D_BT_PN_03,PSTM,3.75,Publico,0313_PARNAIBA_2D_BT_PN_03,Exclusivo,Sismica 2D,23/11/2010,24/03/2011,12,24/03/2016,PN-T-86, ,Parnaiba,7,Georadar,Petrobras
, ,0313_PARNAIBA_2D_BT_PN_03,Field Data,0,Publico,0313_PARNAIBA_2D_BT_PN_03,Exclusivo,Sismica 2D,23/11/2010,24/03/2011,12,24/03/2016,PN-T-86, ,Parnaiba,7,Georadar,Petrobras
0.2535009,1,0313_PARNAIBA_2D_DET_BT_PN_03,PSTM,3.75,Publico,0313_PARNAIBA_2D_DET_BT_PN_03,Exclusivo,Sismica 2D,09/06/2012,30/08/2012,11,30/08/2017,PN-T-86, ,Parnaiba,7,Georadar,Petrobras
, ,0313_PARNAIBA_2D_DET_BT_PN_03,Field Data,0,Publico,0313_PARNAIBA_2D_DET_BT_PN_03,Exclusivo,Sismica 2D,09/06/2012,30/08/2012,11,30/08/2017,PN-T-86, ,Parnaiba,7,Georadar,Petrobras
0.0009482,1,0314_2D_POT_T_603,PSTM,3.75,Publico,0314_2D_POT_T_603,Exclusivo,Sismica 2D,17/06/2012,18/06/2012,11,18/06/2017,POT-T-603, ,Potiguar,0,ANDL,Sipet
0.090526581,1,0314_2D_POT_T_603_RM17,Field Data,0,Publico,0314_2D_POT_T_603,Exclusivo,Sismica 2D,17/06/2012,18/06/2012,11,18/06/2017,POT-T-603, ,Potiguar,0,ANDL,Sipet
0.0067254,1,0314_2D_RIOP_T_75,MIG PSTM,1.5,Publico,0314_2D_RIOP_T_75,Exclusivo,Sismica 2D,17/01/2011,21/01/2011,12,21/01/2016,RIOP-T-75, ,Rio do Peixe,8.5,ANDL,Cowan Petroleo e Gas
, ,0314_2D_RIOP_T_75,Field Data,0,Publico,0314_2D_RIOP_T_75,Exclusivo,Sismica 2D,17/01/2011,21/01/2011,12,21/01/2016,RIOP-T-75, ,Rio do Peixe,8.5,ANDL,Cowan Petroleo e Gas
0.386240005,1,0314_2D_RIOP_T_75_B_RMT17,Field Data,0,Publico,0314_2D_RIOP_T_75_B,Exclusivo,Sismica 2D,14/05/2011,30/05/2011,12,30/05/2016,RIOP-T-75, ,Rio do Peixe,8.5,ANDL,Cowan Petroleo e Gas
, ,0314_2D_RIOP_T_75_B,Field Data,0,Publico,0314_2D_RIOP_T_75_B,Exclusivo,Sismica 2D,14/05/2011,30/05/2011,12,30/05/2016,RIOP-T-75, ,Rio do Peixe,8.5,ANDL,Cowan Petroleo e Gas
0.007329,1,0314_2D_SEAL_PEIXE_BOI_PSTM,PSTM,3.75,Publico,0314_2D_SEAL_PEIXE_BOI,Exclusivo,Sismica 2D,20/12/2014,27/12/2014,9,27/12/2019,multiplos, ,Alagoas,6,ANDL,G3 oleo e Gas
0.007329,1,0314_2D_SEAL_PEIXE_BOI_POSTSTM,POST-STM,2.5,Publico,0314_2D_SEAL_PEIXE_BOI,Exclusivo,Sismica 2D,20/12/2014,27/12/2014,9,27/12/2019,multiplos, ,Alagoas,6,ANDL,G3 oleo e Gas
1.066.156.158,1,0314_2D_SEAL_PEIXE_BOI,Field Data,0,Publico,0314_2D_SEAL_PEIXE_BOI,Exclusivo,Sismica 2D,20/12/2014,27/12/2014,9,27/12/2019,multiplos, ,Alagoas,6,ANDL,G3 oleo e Gas
