VOLUME_GB,VALOR_UD,PROJETO,TIPO_PROCESSAMENTO,PUBLICIDADE,PROGRAMA,TIPO_PROGRAMA,TECNOLOGIA,INICIO,TERMINO,IDADE,DATA_PUBLICIDADE,BLOCO,CAMPO,BACIA,EAD,OPERADORA,PONTOS_BACIA,PONTOS_PROC,PONTOS_TEC,PONTOS_TIME
0.9134066,1,0225_PARANA_51,MIG FIN,Publico,0225_PARANA_51,Exclusivo Pre-98,Sismica 2D,12/10/1986,14/07/1992,31, , , ,Parana,Petrobras,Petrobras,0.15,0.7,0,-0.9
0.5875382,1,0225_PARANA_51,STK FIN,Publico,0225_PARANA_51,Exclusivo Pre-98,Sismica 2D,12/10/1986,14/07/1992,31, , , ,Parana,Petrobras,Petrobras,0.15,0.75,0,-0.9
,,0225_PARANA_57,Field Data,Publico,0225_PARANA_57,Exclusivo Pre-98,Sismica 2D,24/05/1989,25/05/1989,34, , , ,Parana,Petrobras,Petrobras,0.15,1,0,-0.9
0.0430576,1,0225_PARANA_57,MIG FIN,Publico,0225_PARANA_57,Exclusivo Pre-98,Sismica 2D,24/05/1989,25/05/1989,34, , , ,Parana,Petrobras,Petrobras,0.15,0.7,0,-0.9
,,0225_POTIGUAR_39,Field Data,Publico,0225_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,08/08/1992,22/01/1993,30, , , ,Potiguar,Petrobras,Petrobras,1,1,0,-0.9
0.0478457,1,0225_POTIGUAR_39,MIG FIN,Publico,0225_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,08/08/1992,22/01/1993,30, , , ,Potiguar,Petrobras,Petrobras,1,0.7,0,-0.9
0.0412022,1,0225_TAUBATE_45,MIG FIN,Publico,0225_TAUBATE_45,Exclusivo Pre-98,Sismica 2D,17/05/1988,19/05/1988,35, , , ,Taubate,Petrobras,Petrobras,0.05,0.7,0,-0.9
,,0226_POTIGUAR_39,Field Data,Publico,0226_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,08/04/1986,03/12/1988,35, , , ,Potiguar,Petrobras,Petrobras,1,1,0,-0.9
0.1762571,1,0226_POTIGUAR_39,MIG FIN,Publico,0226_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,08/04/1986,03/12/1988,35, , , ,Potiguar,Petrobras,Petrobras,1,0.7,0,-0.9
0.148832,1,0226_POTIGUAR_39,STK FIN,Publico,0226_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,08/04/1986,03/12/1988,35, , , ,Potiguar,Petrobras,Petrobras,1,0.75,0,-0.9
,,0226_SERGIPE_ALAGOAS_33,Field Data,Publico,0226_SERGIPE_ALAGOAS_33,Exclusivo Pre-98,Sismica 2D,12/02/1986,28/12/1986,37, , , ,multiplas,Petrobras,Petrobras,0.12,1,0,-0.9
0.0068213,1,0226_SERGIPE_ALAGOAS_33,MIG FIN,Publico,0226_SERGIPE_ALAGOAS_33,Exclusivo Pre-98,Sismica 2D,12/02/1986,28/12/1986,37, , , ,multiplas,Petrobras,Petrobras,0.12,0.7,0,-0.9
0.0059238,1,0226_SERGIPE_ALAGOAS_33,STK FIN,Publico,0226_SERGIPE_ALAGOAS_33,Exclusivo Pre-98,Sismica 2D,12/02/1986,28/12/1986,37, , , ,multiplas,Petrobras,Petrobras,0.12,0.75,0,-0.9
,,0226_SERGIPE_ALAGOAS_39,Field Data,Publico,0226_SERGIPE_ALAGOAS_39,Exclusivo Pre-98,Sismica 2D,24/06/1987,25/06/1987,36, , , ,multiplas,Petrobras,Petrobras,0.12,1,0,-0.9
0.0526385,1,0226_SERGIPE_ALAGOAS_39,MIG FIN,Publico,0226_SERGIPE_ALAGOAS_39,Exclusivo Pre-98,Sismica 2D,24/06/1987,25/06/1987,36, , , ,multiplas,Petrobras,Petrobras,0.12,0.7,0,-0.9
0.0430039,1,0226_SERGIPE_ALAGOAS_39,STK FIN,Publico,0226_SERGIPE_ALAGOAS_39,Exclusivo Pre-98,Sismica 2D,24/06/1987,25/06/1987,36, , , ,multiplas,Petrobras,Petrobras,0.12,0.75,0,-0.9
,,0227_JATOBA_39,Field Data,Publico,0227_JATOBA_39,Exclusivo Pre-98,Sismica 2D,21/01/1988,22/01/1988,35, , , ,Jatoba,Petrobras,Petrobras,0.4,1,0,-0.9
,,0227_RECONCAVO_39,Field Data,Publico,0227_RECONCAVO_39,Exclusivo Pre-98,Sismica 2D,19/11/1997,20/11/1997,26, , , ,Reconcavo,Petrobras,Petrobras,0.37,1,0,-0.9
0.0192344,1,0227_RECONCAVO_39,MIG FIN,Publico,0227_RECONCAVO_39,Exclusivo Pre-98,Sismica 2D,19/11/1997,20/11/1997,26, , , ,Reconcavo,Petrobras,Petrobras,0.37,0.7,0,-0.9
,,0227_TUCANO_CENTRAL_39,Field Data,Publico,0227_TUCANO_CENTRAL_39,Exclusivo Pre-98,Sismica 2D,30/03/1989,31/03/1989,34, , , ,Tucano Central,Petrobras,Petrobras,0.25,1,0,-0.9
,,0227_TUCANO_NORTE_39,Field Data,Publico,0227_TUCANO_NORTE_39,Exclusivo Pre-98,Sismica 2D,21/01/1989,22/01/1989,34, , , ,Tucano Norte,Petrobras,Petrobras,0.25,1,0,-0.9
,,0227_TUCANO_SUL_39,Field Data,Publico,0227_TUCANO_SUL_39,Exclusivo Pre-98,Sismica 2D,14/08/1989,15/08/1989,34, , , ,Tucano Sul,Petrobras,Petrobras,0.25,1,0,-0.9
,,0228_BAIXO_SAO_TOME_9A,Field Data,Publico,0228_BAIXO_SAO_TOME_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,0,-0.9
1.5824787,1,0228_BAIXO_SAO_TOME_9A,MIG FIN,Publico,0228_BAIXO_SAO_TOME_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,0,-0.9
0.8912688,1,0228_BAIXO_SAO_TOME_9A,STK FIN,Publico,0228_BAIXO_SAO_TOME_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,0,-0.9
,,0228_CABO_FRIO_8A,Field Data,Publico,0228_CABO_FRIO_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,0,-0.9
0.0865253,1,0228_CABO_FRIO_8A,MIG FIN,Publico,0228_CABO_FRIO_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,0,-0.9
0.0446659,1,0228_CABO_FRIO_8A,STK FIN,Publico,0228_CABO_FRIO_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,0,-0.9
,,0228_CABO_FRIO_8B,Field Data,Publico,0228_CABO_FRIO_8B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,0,-0.9
1.2806251,1,0228_CABO_FRIO_8B,MIG FIN,Publico,0228_CABO_FRIO_8B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,0,-0.9
0.7853166,1,0228_CABO_FRIO_8B,STK FIN,Publico,0228_CABO_FRIO_8B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,0,-0.9
,,0228_CAMPOS_SUL_10A,Field Data,Publico,0228_CAMPOS_SUL_10A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,1,-0.9
6.2996433,1.25992866,0228_CAMPOS_SUL_10A,MIG FIN,Publico,0228_CAMPOS_SUL_10A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,1,-0.9
5.7340865,1.1468173,0228_CAMPOS_SUL_10A,MIG RAW,Publico,0228_CAMPOS_SUL_10A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.85,1,-0.9
5.7340308,1.14680616,0228_CAMPOS_SUL_10A,STK FIN,Publico,0228_CAMPOS_SUL_10A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,1,-0.9
,,0228_CAMPOS_SUL_2A,Field Data,Publico,0228_CAMPOS_SUL_2A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,0,-0.9
1.0751989,1,0228_CAMPOS_SUL_2A,MIG FIN,Publico,0228_CAMPOS_SUL_2A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,0,-0.9
0.5022792,1,0228_CAMPOS_SUL_2A,STK FIN,Publico,0228_CAMPOS_SUL_2A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,0,-0.9
,,0228_E_ALBACORA_6A,Field Data,Publico,0228_E_ALBACORA_6A,Exclusivo,Sismica 3D,11/07/1998,11/08/1998,25,11/08/2003,BC-400,multiplos,Campos,Western,Petrobras,0.9,1,1,-0.3
4.8818563,1,0228_E_ALBACORA_6A,MIG FIN,Publico,0228_E_ALBACORA_6A,Exclusivo,Sismica 3D,11/07/1998,11/08/1998,25,11/08/2003,BC-400,multiplos,Campos,Western,Petrobras,0.9,0.7,1,-0.3
,,0228_E_MARLIM_13A,Field Data,Publico,0228_E_MARLIM_13A,Exclusivo,Sismica 3D,11/07/1998,11/08/1998,25,11/08/2003,BC-400, ,Campos,Western,Petrobras,0.9,1,1,-0.3
1.7320529,1,0228_E_MARLIM_13A,MIG FIN,Publico,0228_E_MARLIM_13A,Exclusivo,Sismica 3D,11/07/1998,11/08/1998,25,11/08/2003,BC-400, ,Campos,Western,Petrobras,0.9,0.7,1,-0.3
1.7183945,1,0228_E_MARLIM_13A,MIG RAW,Publico,0228_E_MARLIM_13A,Exclusivo,Sismica 3D,11/07/1998,11/08/1998,25,11/08/2003,BC-400, ,Campos,Western,Petrobras,0.9,0.85,1,-0.3
1.7183945,1,0228_E_MARLIM_13A,STK FIN,Publico,0228_E_MARLIM_13A,Exclusivo,Sismica 3D,11/07/1998,11/08/1998,25,11/08/2003,BC-400, ,Campos,Western,Petrobras,0.9,0.75,1,-0.3
,,0228_ENCHOVA_OESTE_1A,Field Data,Publico,0228_ENCHOVA_OESTE_1A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,1,-0.9
1.5481005,1,0228_ENCHOVA_OESTE_1A,MIG FIN,Publico,0228_ENCHOVA_OESTE_1A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,1,-0.9
1.5156484,1,0228_ENCHOVA_OESTE_1A,MIG RAW,Publico,0228_ENCHOVA_OESTE_1A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.85,1,-0.9
1.5156484,1,0228_ENCHOVA_OESTE_1A,STK FIN,Publico,0228_ENCHOVA_OESTE_1A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,1,-0.9
,,0228_NW_ALBACORA_5A,Field Data,Publico,0228_NW_ALBACORA_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,0,-0.9
1.7810239,1,0228_NW_ALBACORA_5A,MIG FIN,Publico,0228_NW_ALBACORA_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,0,-0.9
1.7780563,1,0228_NW_ALBACORA_5A,STK FIN,Publico,0228_NW_ALBACORA_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,0,-0.9
2.1744133,1,0228_PARANA_12A,MIG FIN,Publico,0228_PARANA_12A,Exclusivo Pre-98,Sismica 3D, ,12/01/1990,33, , , ,Parana,Western,,0.15,0.7,1,-0.9
2.1744133,1,0228_PARANA_12A,MIG RAW,Publico,0228_PARANA_12A,Exclusivo Pre-98,Sismica 3D, ,12/01/1990,33, , , ,Parana,Western,,0.15,0.85,1,-0.9
2.1660062,1,0228_PARANA_12A,STK FIN,Publico,0228_PARANA_12A,Exclusivo Pre-98,Sismica 3D, ,12/01/1990,33, , , ,Parana,Western,,0.15,0.75,1,-0.9
,,0228_PELOTAS_4A4B,Field Data,Publico,0228_PELOTAS_4A4B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,Western,,0.88,1,0,-0.9
1.0654014,1,0228_PELOTAS_4A4B,MIG FIN,Publico,0228_PELOTAS_4A4B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,Western,,0.88,0.7,0,-0.9
1.0654014,1,0228_PELOTAS_4A4B,STK FIN,Publico,0228_PELOTAS_4A4B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,Western,,0.88,0.75,0,-0.9
,,0228_SANTOS_11A,Field Data,Publico,0228_SANTOS_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.9018331,1,0228_SANTOS_11A,MIG FIN,Publico,0228_SANTOS_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.7600392,1,0228_SANTOS_11A,STK FIN,Publico,0228_SANTOS_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_SANTOS_3A,Field Data,Publico,0228_SANTOS_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.096872,1,0228_SANTOS_3A,MIG FIN,Publico,0228_SANTOS_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.096872,1,0228_SANTOS_3A,STK FIN,Publico,0228_SANTOS_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_SANTOS_3B,Field Data,Publico,0228_SANTOS_3B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.2039053,1,0228_SANTOS_3B,MIG FIN,Publico,0228_SANTOS_3B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.2039053,1,0228_SANTOS_3B,STK FIN,Publico,0228_SANTOS_3B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_SANTOS_3C,Field Data,Publico,0228_SANTOS_3C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.0644708,1,0228_SANTOS_3C,MIG FIN,Publico,0228_SANTOS_3C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.0644708,1,0228_SANTOS_3C,STK FIN,Publico,0228_SANTOS_3C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_SANTOS_3D,Field Data,Publico,0228_SANTOS_3D,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.1374268,1,0228_SANTOS_3D,MIG FIN,Publico,0228_SANTOS_3D,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.1374268,1,0228_SANTOS_3D,STK FIN,Publico,0228_SANTOS_3D,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_SANTOS_3E,Field Data,Publico,0228_SANTOS_3E,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.3171494,1,0228_SANTOS_3E,MIG FIN,Publico,0228_SANTOS_3E,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.3171494,1,0228_SANTOS_3E,STK FIN,Publico,0228_SANTOS_3E,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_SANTOS_3F,Field Data,Publico,0228_SANTOS_3F,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.1211289,1,0228_SANTOS_3F,MIG FIN,Publico,0228_SANTOS_3F,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.1211289,1,0228_SANTOS_3F,STK FIN,Publico,0228_SANTOS_3F,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_SANTOS_7A,Field Data,Publico,0228_SANTOS_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,1,0,-0.9
0.5935166,1,0228_SANTOS_7A,MIG FIN,Publico,0228_SANTOS_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.7,0,-0.9
0.5935166,1,0228_SANTOS_7A,STK FIN,Publico,0228_SANTOS_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,Western,,0.9,0.75,0,-0.9
,,0228_UBARANA_3D,Field Data,Publico,0228_UBARANA_3D,Exclusivo Pre-98,Sismica 3D,28/02/1987,29/06/1987,36, , , ,Potiguar,Western,,1,1,1,-0.9
,,0229_ESPIRITO_SANTO_39,Field Data,Publico,0229_ESPIRITO_SANTO_39,Exclusivo Pre-98,Sismica 2D,04/06/1987,22/11/1989,34, , , ,Espirito Santo,Petrobras,Petrobras,0.55,1,0,-0.9
0.7015651,1,0229_ESPIRITO_SANTO_39,MIG FIN,Publico,0229_ESPIRITO_SANTO_39,Exclusivo Pre-98,Sismica 2D,04/06/1987,22/11/1989,34, , , ,Espirito Santo,Petrobras,Petrobras,0.55,0.7,0,-0.9
0.6489255,1,0229_ESPIRITO_SANTO_39,STK FIN,Publico,0229_ESPIRITO_SANTO_39,Exclusivo Pre-98,Sismica 2D,04/06/1987,22/11/1989,34, , , ,Espirito Santo,Petrobras,Petrobras,0.55,0.75,0,-0.9
,,0229_ILHA_CACUMBA,Field Data,Publico,0229_ILHA_CACUMBA,Exclusivo Pre-98,Sismica 3D,12/12/1988,01/01/1989,34, , , ,Mucuri,Petrobras,Petrobras,0.55,1,1,-0.9
0.2158496,1,0229_ILHA_CACUMBA,MIG FIN,Publico,0229_ILHA_CACUMBA,Exclusivo Pre-98,Sismica 3D,12/12/1988,01/01/1989,34, , , ,Mucuri,Petrobras,Petrobras,0.55,0.7,1,-0.9
0.118186,1,0229_ILHA_CACUMBA,STK FIN,Publico,0229_ILHA_CACUMBA,Exclusivo Pre-98,Sismica 3D,12/12/1988,01/01/1989,34, , , ,Mucuri,Petrobras,Petrobras,0.55,0.75,1,-0.9
,,0229_MUCURI_39,Field Data,Publico,0229_MUCURI_39,Exclusivo Pre-98,Sismica 2D,20/05/1989,15/06/1989,34, , , ,Mucuri,Petrobras,Petrobras,0.55,1,0,-0.9
,,0230_FAZENDA_RIACHO,Field Data,Publico,0230_FAZENDA_RIACHO,Exclusivo Pre-98,Sismica 3D,26/09/1995,06/10/1995,28, , , ,Potiguar,Petrobras,Petrobras,1,1,1,-0.9
,,0230_JATOBA_39,Field Data,Publico,0230_JATOBA_39,Exclusivo Pre-98,Sismica 2D,02/08/1993,03/08/1993,30, , , ,Jatoba,Petrobras,Petrobras,0.4,1,0,-0.9
,,0230_PARNAIBA_39,Field Data,Publico,0230_PARNAIBA_39,Exclusivo Pre-98,Sismica 2D,27/04/1994,20/08/1994,29, , , ,Parnaiba,Petrobras,Petrobras,0.25,1,0,-0.9
,,0230_POTIGUAR_39,Field Data,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,Petrobras,Petrobras,1,1,0,-0.9
1.2259825,1,0230_POTIGUAR_39,MIG FIN,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,Petrobras,Petrobras,1,0.7,0,-0.9
0.012125,1,0230_POTIGUAR_39_POSTSTM_FOMENTO,POST-STM,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,Petrobras,Petrobras,1,-0.1,0,-0.9
0.012125,1,0230_POTIGUAR_39_PSTM_FOMENTO,PSTM,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,Petrobras,Petrobras,1,-0.5,0,-0.9
0.3975392,1,0230_POTIGUAR_39,STK FIN,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,Petrobras,Petrobras,1,0.75,0,-0.9
,,0230_TUCANO_CENTRAL_39,Field Data,Publico,0230_TUCANO_CENTRAL_39,Exclusivo Pre-98,Sismica 2D,12/07/1993,13/07/1993,30, , , ,Tucano Central,Petrobras,Petrobras,0.25,1,0,-0.9
,,0230_TUCANO_NORTE_39,Field Data,Publico,0230_TUCANO_NORTE_39,Exclusivo Pre-98,Sismica 2D,29/04/1993,30/04/1993,30, , , ,Tucano Norte,Petrobras,Petrobras,0.25,1,0,-0.9
,,0231_ALTO_BADEJO_17A,Field Data,Publico,0231_ALTO_BADEJO_17A,Exclusivo Pre-98,Sismica 2D,27/11/1989,22/12/1989,34, , , ,Campos,Western,,0.9,1,0,-0.9
1.1616113,1,0231_ALTO_BADEJO_17A,MIG FIN,Publico,0231_ALTO_BADEJO_17A,Exclusivo Pre-98,Sismica 2D,27/11/1989,22/12/1989,34, , , ,Campos,Western,,0.9,0.7,0,-0.9
1.1246863,1,0231_ALTO_BADEJO_17A,STK FIN,Publico,0231_ALTO_BADEJO_17A,Exclusivo Pre-98,Sismica 2D,27/11/1989,22/12/1989,34, , , ,Campos,Western,,0.9,0.75,0,-0.9
,,0231_ARRAIA,Field Data,Publico,0231_ARRAIA,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,Western,,0.55,1,1,-0.9
,,0231_BAIXO_MOSQUEIRO_11A,Field Data,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,Western,,0.12,1,0,-0.9
0.0822812,1,0231_BAIXO_MOSQUEIRO_11A,MIG FIN,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,Western,,0.12,0.7,0,-0.9
0.0459627,1,0231_BAIXO_MOSQUEIRO_11A_POSTSTM,POST-STM,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,Western,,0.12,-0.1,0,-0.9
0.034713,1,0231_BAIXO_MOSQUEIRO_11A,STK FIN,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,Western,,0.12,0.75,0,-0.9
,,0231_BAIXO_MOSQUEIRO_22A,Field Data,Publico,0231_BAIXO_MOSQUEIRO_22A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,Western,,0.12,1,0,-0.9
0.0917489,1,0231_BAIXO_MOSQUEIRO_22A,MIG FIN,Publico,0231_BAIXO_MOSQUEIRO_22A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,Western,,0.12,0.7,0,-0.9
0.090686,1,0231_BAIXO_MOSQUEIRO_22A,STK FIN,Publico,0231_BAIXO_MOSQUEIRO_22A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,Western,,0.12,0.75,0,-0.9
,,0231_BAIXO_SAO_TOME_3A,Field Data,Publico,0231_BAIXO_SAO_TOME_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,1,0,-0.9
1.298191,1,0231_BAIXO_SAO_TOME_3A,MIG FIN,Publico,0231_BAIXO_SAO_TOME_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.7,0,-0.9
0.9472109,1,0231_BAIXO_SAO_TOME_3A,STK FIN,Publico,0231_BAIXO_SAO_TOME_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,Western,,0.9,0.75,0,-0.9
,,0231_ITACARE_10A,Field Data,Publico,0231_ITACARE_10A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Camamu,Western,,0.48,1,0,-0.9
0.5762588,1,0231_ITACARE_10A,MIG FIN,Publico,0231_ITACARE_10A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Camamu,Western,,0.48,0.7,0,-0.9
0.5063394,1,0231_ITACARE_10A,STK FIN,Publico,0231_ITACARE_10A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Camamu,Western,,0.48,0.75,0,-0.9
,,0231_MUCURI_9A,Field Data,Publico,0231_MUCURI_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,Western,,0.55,1,0,-0.9
0.1864833,1,0231_MUCURI_9A,MIG FIN,Publico,0231_MUCURI_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,Western,,0.55,0.7,0,-0.9
0.1322501,1,0231_MUCURI_9A,STK FIN,Publico,0231_MUCURI_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,Western,,0.55,0.75,0,-0.9
,,0231_MUCURI_CENTRAL_8A,Field Data,Publico,0231_MUCURI_CENTRAL_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,Western,,0.55,1,0,-0.9
1.1482428,1,0231_MUCURI_CENTRAL_8A,MIG FIN,Publico,0231_MUCURI_CENTRAL_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,Western,,0.55,0.7,0,-0.9
1.100002,1,0231_MUCURI_CENTRAL_8A,STK FIN,Publico,0231_MUCURI_CENTRAL_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,Western,,0.55,0.75,0,-0.9
,,0231_MUNDAU_16A,Field Data,Publico,0231_MUNDAU_16A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Ceara,Western,,1,1,0,-0.9
