VOLUME_GB,VALOR_UD,PROJETO,TIPO_PROCESSAMENTO,PUBLICIDADE,PROGRAMA,TIPO_PROGRAMA,TECNOLOGIA,INICIO,TERMINO,IDADE,DATA_PUBLICIDADE,BLOCO,CAMPO,BACIA,EAD,OPERADORA,PONTOS_BACIA,PONTOS_PROC,PONTOS_TEC,PONTOS_TIME
795.1625565,79.51625565,0268_POTIGUAR_ARACATI_E_EXT_KPSDM_FULL,PSDM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.8,1,0.5
795.1625565,79.51625565,0268_POTIGUAR_ARACATI_E_EXT_KPSDM_MID,PSDM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.8,1,0.5
795.1625565,79.51625565,0268_POTIGUAR_ARACATI_E_EXT_KPSDM_NEAR,PSDM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.8,1,0.5
795.1625565,79.51625565,0268_POTIGUAR_ARACATI_E_EXT_KPSDM_ULTRAFAR,PSDM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.8,1,0.5
536.9905199,53.69905199,0268_POTIGUAR_ARACATI_E_EXT_PSTM_FAR,PSTM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.5,1,0.5
536.9905199,53.69905199,0268_POTIGUAR_ARACATI_E_EXT_PSTM_FULL,PSTM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.5,1,0.5
536.9905199,53.69905199,0268_POTIGUAR_ARACATI_E_EXT_PSTM_MID,PSTM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.5,1,0.5
536.9905199,53.69905199,0268_POTIGUAR_ARACATI_E_EXT_PSTM_NEAR,PSTM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.5,1,0.5
536.9905199,53.69905199,0268_POTIGUAR_ARACATI_E_EXT_PSTM_UFAR,PSTM,Confidencial,0268_POTIGUAR_ARACATI_E_EXT,Nao-Exclusivo,Sismica 3D,02/01/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,-0.5,1,0.5
14082.93448,140.8293448,0268_POTIGUAR_ARACATI_EXT_PRE_STACK,Field Data,Confidencial,0268_POTIGUAR_ARACATI_EXT,Nao-Exclusivo,Sismica 3D,23/03/2018,27/05/2018,5,27/05/2031, , ,Potiguar,PGS SUPORTE LTDA.,,1,1,1,0.5
,, , ,Confidencial,0268_SANTOS_SW_I,Nao-Exclusivo,Sismica 3D,25/12/2008,19/03/2009,14,13/03/2027, , ,Santos,PGS,,0.9,,1,-0.3
65583.55323,655.8355323,0268_SANTOS_SW_II_BS_1_SOUTH,Field Data,Confidencial,0268_SANTOS_SW_II_BS_1_SOUTH,Nao-Exclusivo,Sismica 3D,10/02/2012,09/04/2013,10,09/04/2026, , ,Santos,PGS SUPORTE LTDA.,,0.9,1,1,0.6
144.6546848,28.93093696,0268_SANTOS_SW_II_BS_1_SOUTH,PSTM,Confidencial,0268_SANTOS_SW_II_BS_1_SOUTH,Nao-Exclusivo,Sismica 3D,10/02/2012,09/04/2013,10,09/04/2026, , ,Santos,PGS SUPORTE LTDA.,,0.9,-0.5,1,0.6
,,0268_SANTOS-SW-I,Field Data,Confidencial,0268_SANTOS-SW-I,Nao-Exclusivo,Sismica 3D,25/12/2008,13/03/2009,14,13/03/2027, , ,Santos,PGS,,0.9,1,1,-0.3
,,0268_SANTOS-SW-I_PSDM_KIRCH,MIG PSDM,Confidencial,0268_SANTOS-SW-I,Nao-Exclusivo,Sismica 3D,25/12/2008,13/03/2009,14,13/03/2027, , ,Santos,PGS,,0.9,0.45,1,-0.3
28.7893428,5.75786856,0268_SANTOS-SW-I,MIG PSTM,Confidencial,0268_SANTOS-SW-I,Nao-Exclusivo,Sismica 3D,25/12/2008,13/03/2009,14,13/03/2027, , ,Santos,PGS,,0.9,0.65,1,-0.3
,,0268_SANTOS-W-1,Field Data,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,1,1,-0.3
38.6201274,7.72402548,0268_SANTOS-W-1_AREA02_BPSDM,MIG PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,0.45,1,-0.3
11.8214756,2.36429512,0268_SANTOS-W-1_AREA03_KPSDM,MIG PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,0.45,1,-0.3
68.5927979,13.71855958,0268_SANTOS-W-1,MIG PSTM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,0.65,1,-0.3
66.5031442,13.30062884,0268_SANTOS-W-1_ANISOTROPIC_BEAM_NORMAL,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
66.5031442,13.30062884,0268_SANTOS-W-1_ANISOTROPIC_BEAM_WIDE,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
54.3020441,10.86040882,0268_SANTOS-W-1_ANISOTROPIC_KIRCHHOF,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
28.4930643,5.69861286,0268_SANTOS-W-1_ISOTROPIC_BEAM_WIDE,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
1.4434698,1,0268_SANTOS-W-1_ISOTROPIC_BEAM_WIDE_VEL,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
36.1814023,7.23628046,0268_SANTOS-W-1_ISOTROPIC_BNPSDM,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
1.4434698,1,0268_SANTOS-W-1_ISOTROPIC_BNPSDM_VEL,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
37.8010305,7.5602061,0268_SANTOS-W-1_KPSDM_ISOTROPIC,PSDM,Confidencial,0268_SANTOS-W-1,Nao-Exclusivo,Sismica 3D,14/03/2008,13/09/2009,14,13/09/2027, , ,Santos,PGS,,0.9,-0.8,1,-0.3
,,0268_SEAL_100_RM13,Field Data,Publico,0268_SEAL_100,Nao-Exclusivo,Sismica 3D,20/04/2002,04/05/2002,21,04/05/2017, , ,Sergipe,PGS,,1,1,1,-0.3
8.1037922,1.62075844,0268_SEAL_100,MIG PSTM,Publico,0268_SEAL_100,Nao-Exclusivo,Sismica 3D,20/04/2002,04/05/2002,21,04/05/2017, , ,Sergipe,PGS,,1,0.65,1,-0.3
299061.0454,2990.610454,0268_SEAL_PIRAMBU,Field Data,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,1,1,0.5
835.0137618,83.50137618,0268_SEAL_PIRAMBU_KPSDM_FAR_STACK,PSDM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.8,1,0.5
835.0137618,83.50137618,0268_SEAL_PIRAMBU_KPSDM_FULL_STACK,PSDM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.8,1,0.5
835.0137618,83.50137618,0268_SEAL_PIRAMBU_KPSDM_MID_STACK,PSDM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.8,1,0.5
835.0137618,83.50137618,0268_SEAL_PIRAMBU_KPSDM_NEAR_STACK,PSDM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.8,1,0.5
835.0137618,83.50137618,0268_SEAL_PIRAMBU_KPSDM_UFAR_STACK,PSDM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.8,1,0.5
526.5039331,52.65039331,0268_SEAL_PIRAMBU_KPSTM_FAR_STACK,PSTM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.5,1,0.5
526.5039331,52.65039331,0268_SEAL_PIRAMBU_KPSTM_FULL_STACK,PSTM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.5,1,0.5
526.5039331,52.65039331,0268_SEAL_PIRAMBU_KPSTM_MID_STACK,PSTM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.5,1,0.5
526.5039331,52.65039331,0268_SEAL_PIRAMBU_KPSTM_NEAR_STACK,PSTM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.5,1,0.5
526.5039331,52.65039331,0268_SEAL_PIRAMBU_KPSTM_UFAR_STACK,PSTM,Confidencial,0268_SEAL_PIRAMBU,Nao-Exclusivo,Sismica 3D,30/05/2018,01/10/2018,5,01/10/2031, , ,multiplas,PGS SUPORTE LTDA.,,0.12,-0.5,1,0.5
,,0269_3D_BES_3_AREA_1_RM14,Field Data,Publico,0269_3D_BES_3_AREA_1,Exclusivo Pre-98,Sismica 3D,06/06/1999,09/07/1999,24, , , ,Espirito Santo,Western,,0.55,1,1,-0.3
4.9458747,1,0269_3D_BES_3_AREA_1,MIG FIN,Publico,0269_3D_BES_3_AREA_1,Exclusivo Pre-98,Sismica 3D,06/06/1999,09/07/1999,24, , , ,Espirito Santo,Western,,0.55,0.7,1,-0.3
,,0269_3D_BES_3_AREA_2_RM13,Field Data,Publico,0269_3D_BES_3_AREA_2,Exclusivo,Sismica 3D,01/07/1999,02/07/1999,24,02/07/2004,ES-M-436, ,Espirito Santo,Western,Repsol Sinopec,0.55,1,1,-0.3
0.5162352,1,0269_3D_BES_3_AREA_2,MIG FIN,Publico,0269_3D_BES_3_AREA_2,Exclusivo,Sismica 3D,01/07/1999,02/07/1999,24,02/07/2004,ES-M-436, ,Espirito Santo,Western,Repsol Sinopec,0.55,0.7,1,-0.3
,,0270_2D_SPEC_BM_FZA_RM14,Field Data,Publico,0270_2D_SPEC_BM_FZA,Nao-Exclusivo,Sismica 2D,08/08/1999,29/09/2000,23,29/09/2010, , ,Foz do Amazonas,Large Brasil,,1,1,0,-0.3
24.5110488,4.90220976,0270_2D_SPEC_BM_FZA,MIG FIN,Publico,0270_2D_SPEC_BM_FZA,Nao-Exclusivo,Sismica 2D,08/08/1999,29/09/2000,23,29/09/2010, , ,Foz do Amazonas,Large Brasil,,1,0.7,0,-0.3
,,0271_BRANCA_PROSPECT_RM14,Field Data,Publico,0271_BRANCA_PROSPECT,Exclusivo,Sismica 2D,26/09/1999,01/11/1999,24,01/11/2004,BPOT-2, ,Potiguar,Grant,BP Energy,1,1,0,-0.3
0.0734894,1,0271_BRANCA_PROSPECT,MIG FIN,Publico,0271_BRANCA_PROSPECT,Exclusivo,Sismica 2D,26/09/1999,01/11/1999,24,01/11/2004,BPOT-2, ,Potiguar,Grant,BP Energy,1,0.7,0,-0.3
20.4428989,4.08857978,0272_3D_BSEAL_4,MIG FIN,Publico,0272_3D_BSEAL_4,Exclusivo,Sismica 3D,28/07/1999,29/08/1999,24,29/08/2004,BSEAL-4, ,Sergipe,Schlumberger,BP Energy,1,0.7,1,-0.3
,,0274_3D_BFZ_2,Field Data,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,1,1,-0.3
148.8553016,29.77106032,0274_3D_BFZ_2_MALL,MIG FIN,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.7,1,-0.3
263.9060289,52.78120578,0274_3D_BFZ_2_PALL,MIG FIN,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.7,1,-0.3
26.9775841,5.39551682,0274_3D_BFZ_2_SAVIO_RAI,MIG FIN,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.7,1,-0.3
162.4662277,32.49324554,0274_3D_BFZ_2_TOSTAO_FRONTAL,MIG FIN,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.7,1,-0.3
33.3133863,6.66267726,0274_3D_BFZ_2_MALL,STK RAW,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.88,1,-0.3
56.6760492,11.33520984,0274_3D_BFZ_2_PALL,STK RAW,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.88,1,-0.3
13.5254743,2.70509486,0274_3D_BFZ_2_SAVIO_RAI,STK RAW,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.88,1,-0.3
75.0238299,15.00476598,0274_3D_BFZ_2_TOSTAO_FRONTAL,STK RAW,Publico,0274_3D_BFZ_2,Exclusivo,Sismica 3D,20/11/1999,04/11/2000,23,04/11/2005,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.88,1,-0.3
71.5088532,14.30177064,0274_3D_BFZ_2_REP_M,MIG FIN,Publico,0274_3D_BFZ_2_REP_M,Exclusivo,Sismica 3D,01/01/2001,01/01/2003,20,01/01/2008,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.7,1,-0.3
76.38242,15.276484,0274_3D_BFZ_2_REP_P,MIG FIN,Publico,0274_3D_BFZ_2_REP_P,Exclusivo,Sismica 3D,02/02/2002,02/02/2004,19,02/02/2009,BFZ-2, ,Foz do Amazonas,Western,Petrobras,1,0.7,1,-0.3
0.8133143,1,0274_AMAZON_BASIN,MIG FIN,Publico,0274_AMAZON_BASIN,Exclusivo Pre-98,Sismica 2D,01/01/2001,01/01/2001,22, , , ,Foz do Amazonas,Western,,1,0.7,0,-0.3
,,0275_2D_SPEC_BFZ_PH1_RM13,Field Data,Publico,0275_2D_SPEC_BFZ_PH1,Nao-Exclusivo,Sismica 2D,20/01/2000,31/12/2000,23,31/12/2010, , ,Foz do Amazonas,Baker Hughes Brasil,,1,1,0,-0.3
14.9243639,2.98487278,0275_2D_SPEC_BFZ_PH1,MIG FIN,Publico,0275_2D_SPEC_BFZ_PH1,Nao-Exclusivo,Sismica 2D,20/01/2000,31/12/2000,23,31/12/2010, , ,Foz do Amazonas,Baker Hughes Brasil,,1,0.7,0,-0.3
14.9243639,2.98487278,0275_2D_SPEC_BFZ_PH1,STK RAW,Publico,0275_2D_SPEC_BFZ_PH1,Nao-Exclusivo,Sismica 2D,20/01/2000,31/12/2000,23,31/12/2010, , ,Foz do Amazonas,Baker Hughes Brasil,,1,0.88,0,-0.3
,,0275_2D_SPEC_BFZ_PH2_RM13,Field Data,Publico,0275_2D_SPEC_BFZ_PH2,Nao-Exclusivo,Sismica 2D,20/02/2000,31/12/2000,23,31/12/2010, , ,Foz do Amazonas,Baker Hughes Brasil,,1,1,0,-0.3
8.9107125,1.7821425,0275_2D_SPEC_BFZ_PH2,MIG FIN,Publico,0275_2D_SPEC_BFZ_PH2,Nao-Exclusivo,Sismica 2D,20/02/2000,31/12/2000,23,31/12/2010, , ,Foz do Amazonas,Baker Hughes Brasil,,1,0.7,0,-0.3
8.9107008,1.78214016,0275_2D_SPEC_BFZ_PH2,STK FIN,Publico,0275_2D_SPEC_BFZ_PH2,Nao-Exclusivo,Sismica 2D,20/02/2000,31/12/2000,23,31/12/2010, , ,Foz do Amazonas,Baker Hughes Brasil,,1,0.75,0,-0.3
1.4905156,1,0275_AMAZON_BASIN,MIG FIN,Publico,0275_AMAZON_BASIN,Exclusivo,Sismica 2D,20/01/2000,31/12/2000,23,31/12/2005,multiplos, ,Foz do Amazonas,Baker Hughes Brasil,Petrobras,1,0.7,0,-0.3
,,0276_BCE2_BPOT_100_RM14,Field Data,Publico,0276_BCE2_BPOT_100,Nao-Exclusivo,Sismica 3D,03/07/2000,27/08/2000,23,27/08/2010,multiplos, ,Potiguar,PGS,,1,1,1,-0.3
34.2690796,6.85381592,0276_BCE2_BPOT_100,MIG RAW,Publico,0276_BCE2_BPOT_100,Nao-Exclusivo,Sismica 3D,03/07/2000,27/08/2000,23,27/08/2010,multiplos, ,Potiguar,PGS,,1,0.85,1,-0.3
,,0276_BM_POT_1,Field Data,Publico,0276_BM_POT_1,Nao-Exclusivo,Sismica 3D,27/08/2000,04/12/2000,23,04/12/2010, , ,Potiguar,PGS,,1,1,1,-0.3
,,0276_BM_POT_1_RM11,Field Data,Publico,0276_BM_POT_1,Nao-Exclusivo,Sismica 3D,27/08/2000,04/12/2000,23,04/12/2010, , ,Potiguar,PGS,,1,1,1,-0.3
34.8182081,6.96364162,0276_BM_POT_1,MIG FIN,Publico,0276_BM_POT_1,Nao-Exclusivo,Sismica 3D,27/08/2000,04/12/2000,23,04/12/2010, , ,Potiguar,PGS,,1,0.7,1,-0.3
,,0276_BM_S_4_RM14,Field Data,Publico,0276_BM_S_4,Nao-Exclusivo,Sismica 3D,20/11/2000,16/03/2001,22,16/03/2016, , ,Santos,PGS,,0.9,1,1,-0.3
78.2656607,15.65313214,0276_BM_S_4,MIG FIN,Publico,0276_BM_S_4,Nao-Exclusivo,Sismica 3D,20/11/2000,16/03/2001,22,16/03/2016, , ,Santos,PGS,,0.9,0.7,1,-0.3
78.19716,15.639432,0276_BM_S_4,STK FIN,Publico,0276_BM_S_4,Nao-Exclusivo,Sismica 3D,20/11/2000,16/03/2001,22,16/03/2016, , ,Santos,PGS,,0.9,0.75,1,-0.3
,,0276_BM_S_4N,Field Data,Publico,0276_BM_S_4N,Nao-Exclusivo,Sismica 3D,19/12/2000,19/04/2001,22,19/04/2016, , ,Santos,PGS,,0.9,1,1,-0.3
,,0276_BM_S_8_9_10_11_RM14,Field Data,Publico,0276_BM_S_8_9_10_11,Nao-Exclusivo,Sismica 3D,27/12/2000,11/01/2001,22,11/01/2011, , ,Santos,PGS,,0.9,1,1,-0.3
,,0276_BS1,Field Data,Publico,0276_BS1,Nao-Exclusivo,Sismica 3D,22/12/1999,07/06/2000,23,07/06/2010, , ,Santos,PGS,,0.9,1,1,-0.3
99.6884115,19.9376823,0276_BS1,MIG RAW,Publico,0276_BS1,Nao-Exclusivo,Sismica 3D,22/12/1999,07/06/2000,23,07/06/2010, , ,Santos,PGS,,0.9,0.85,1,-0.3
101.7988395,20.3597679,0276_BS1,STK RAW,Publico,0276_BS1,Nao-Exclusivo,Sismica 3D,22/12/1999,07/06/2000,23,07/06/2010, , ,Santos,PGS,,0.9,0.88,1,-0.3
155425.2402,1554.252402,0276_BS500_RM17,Field Data,Publico,0276_BS500,Nao-Exclusivo,Sismica 3D,10/11/1999,17/11/2000,23,17/11/2010, , ,Santos,PGS,,0.9,1,1,-0.3
120.3513484,24.07026968,0276_BS500,MIG PSTM,Publico,0276_BS500,Nao-Exclusivo,Sismica 3D,10/11/1999,17/11/2000,23,17/11/2010, , ,Santos,PGS,,0.9,0.65,1,-0.3
120.3513484,24.07026968,0276_BS500,MIG RAW,Publico,0276_BS500,Nao-Exclusivo,Sismica 3D,10/11/1999,17/11/2000,23,17/11/2010, , ,Santos,PGS,,0.9,0.85,1,-0.3
120.3598208,24.07196416,0276_BS500,STK RAW,Publico,0276_BS500,Nao-Exclusivo,Sismica 3D,10/11/1999,17/11/2000,23,17/11/2010, , ,Santos,PGS,,0.9,0.88,1,-0.3
,,0277_2D_BP_1_1Q_2000_RM13,Field Data,Publico,0277_2D_BP_1_1Q_2000,Exclusivo,Sismica 2D,02/02/2000,16/05/2000,23,16/05/2005,BP-1, ,Pelotas,Western,Petrobras,0.88,1,0,-0.3
7.0830583,1.41661166,0277_2D_BP_1_1Q_2000,MIG FIN,Publico,0277_2D_BP_1_1Q_2000,Exclusivo,Sismica 2D,02/02/2000,16/05/2000,23,16/05/2005,BP-1, ,Pelotas,Western,Petrobras,0.88,0.7,0,-0.3
,,0278_2D_BM_FZA_1_RM13,Field Data,Publico,0278_2D_BM_FZA_1,Exclusivo,Sismica 2D,02/05/2000,17/09/2000,23,17/09/2005,BM-FZA-1, ,Foz do Amazonas,Western,BP Brasil,1,1,0,-0.3
5.2194025,1.0438805,0278_2D_BM_FZA_1,MIG FIN,Publico,0278_2D_BM_FZA_1,Exclusivo,Sismica 2D,02/05/2000,17/09/2000,23,17/09/2005,BM-FZA-1, ,Foz do Amazonas,Western,BP Brasil,1,0.7,0,-0.3
5.2194025,1.0438805,0278_2D_BM_FZA_1,STK FIN,Publico,0278_2D_BM_FZA_1,Exclusivo,Sismica 2D,02/05/2000,17/09/2000,23,17/09/2005,BM-FZA-1, ,Foz do Amazonas,Western,BP Brasil,1,0.75,0,-0.3
6.8855693,1.37711386,0279_GAIVOTA_3D,MIG FIN,Publico,0279_GAIVOTA_3D,Exclusivo,Sismica 3D,10/01/2000,03/02/2000,23,03/02/2005,BSEAL-3, ,Sergipe,Schlumberger,Sipetrol Brasil,1,0.7,1,-0.3
,,0280_BPOT3_RM14,Field Data,Publico,0280_BPOT3,Exclusivo,Sismica 3D,03/04/2000,19/06/2000,23,19/06/2005,BPOT-3, ,Potiguar,Veritas,Tecpetrol Brasil,1,1,1,-0.3
0.5506557,1,0280_BPOT3,MIG FIN,Publico,0280_BPOT3,Exclusivo,Sismica 3D,03/04/2000,19/06/2000,23,19/06/2005,BPOT-3, ,Potiguar,Veritas,Tecpetrol Brasil,1,0.7,1,-0.3
,,0281_ILHA_BELA_RM10,Field Data,Publico,0281_ILHA_BELA,Exclusivo,Sismica 3D,16/03/2000,11/08/2000,23,11/08/2005,BM-S-3, ,Santos,Veritas,Petrobras,0.9,1,1,-0.3
88.7303434,17.74606868,0281_ILHA_BELA,MIG PSTM,Publico,0281_ILHA_BELA,Exclusivo,Sismica 3D,16/03/2000,11/08/2000,23,11/08/2005,BM-S-3, ,Santos,Veritas,Petrobras,0.9,0.65,1,-0.3
22.829179,4.5658358,0282_BIJUPIRA_SALEMA_4D_KPSDM_BASELINE1,PSDM,Publico,0282_BIJUPIRA_SALEMA_4D,Exclusivo,Sismica 3D,07/10/2012,29/10/2012,11,29/10/2017, ,multiplos,Campos,CGG,Shell Brasil,0.9,-0.8,1,-0.3
15.3017314,3.06034628,0282_BIJUPIRA_SALEMA_4D_KPSDM_MNTR12,PSDM,Publico,0282_BIJUPIRA_SALEMA_4D,Exclusivo,Sismica 3D,07/10/2012,29/10/2012,11,29/10/2017, ,multiplos,Campos,CGG,Shell Brasil,0.9,-0.8,1,-0.3
22.829179,4.5658358,0282_BIJUPIRA_SALEMA_4D_KPSTM_BASELINE1,PSTM,Publico,0282_BIJUPIRA_SALEMA_4D,Exclusivo,Sismica 3D,07/10/2012,29/10/2012,11,29/10/2017, ,multiplos,Campos,CGG,Shell Brasil,0.9,-0.5,1,-0.3
15.3017314,3.06034628,0282_BIJUPIRA_SALEMA_4D_KPSTM_MNTR12,PSTM,Publico,0282_BIJUPIRA_SALEMA_4D,Exclusivo,Sismica 3D,07/10/2012,29/10/2012,11,29/10/2017, ,multiplos,Campos,CGG,Shell Brasil,0.9,-0.5,1,-0.3
,,0282_BM_J_3,Field Data,Publico,0282_BM_J_3,Nao-Exclusivo,Sismica 3D,14/12/2003,10/04/2004,19,10/04/2019, , ,Jequitinhonha,Veritas,,0.58,1,1,-0.3
107.6822455,21.5364491,0282_BM_J_3,MIG PSTM,Publico,0282_BM_J_3,Nao-Exclusivo,Sismica 3D,14/12/2003,10/04/2004,19,10/04/2019, , ,Jequitinhonha,Veritas,,0.58,0.65,1,-0.3
,,0282_BM_PEPB_1_2_3,Field Data,Confidencial,0282_BM_PEPB_1_2_3,Nao-Exclusivo,Sismica 3D,15/11/2009,23/02/2010,13,23/02/2028, , ,Pernambuco - Paraiba,CGG,,1,1,1,-0.3
30.8692153,6.17384306,0282_BM_PEPB_1_2_3,PSDM,Confidencial,0282_BM_PEPB_1_2_3,Nao-Exclusivo,Sismica 3D,15/11/2009,23/02/2010,13,23/02/2028, , ,Pernambuco - Paraiba,CGG,,1,-0.8,1,-0.3
,,0282_BM_S_13,Field Data,Publico,0282_BM_S_13,Nao-Exclusivo,Sismica 3D,10/11/2003,07/12/2003,20,07/12/2018, , ,Santos,Veritas,,0.9,1,1,-0.3
